key,count,japanese
takayama_toshinori,1,高山敏則
talkex,1,トークエックス
tallman,1,トールマン
teal_mask,1,ティールマスク
telepurte,1,テレパルテ
teruzuki's,1,てるづきの
the_atko,1,ザ・アトコ
the_girl_from_b.e.l,1,ザ・ガール・フロム・ビーイーエル
the_heart's_desire,1,ザ・ハーツ・デザイア
the_last_of_us,1,ラスト・オブ・アス
the_law,1,ザ・ロー
the_next_afternoon_tea,1,ザ・ネクスト・アフタヌーン・ティー
thief,1,シーフ
tiny_evil,1,タイニー・イービル
togutogu,1,とぐとぐ
topic,1,トピック
touch_the_stars,1,タッチ・ザ・スターズ
trash_cake,1,トラッシュ・ケーキ
tropical_beauty,1,トロピカル・ビューティ
true,1,トゥルー
true_form,1,トゥルー・フォーム
tsukiman,1,月人
tsurunoka,1,鶴ノ岡
tv_series,1,テレビシリーズ
twrlare,1,ツウィアレ
uenomigi,1,上野右
umbrella,1,アンブレラ
under_a_veil,1,アンダー・ア・ベール
unfettered,1,アンフェタード
unfettered_freedom,1,アンフェタード・フリーダム
uruha_rushia,1,潤羽るしあ
usashiro_mani,1,ウサシロ・マニ
v3_megpoid,1,V3 メグッポイド
valentine_mode,1,バレンタイン・モード
valkyrie_accipiter,1,ワルキューレ・アッキピター
valkyrie_chariot,1,ワルキューレ・チャリオット
valkyrie_pledge,1,ワルキューレ・プレッジ
valkyrie_ranger,1,ワルキューレ・レンジャー
vanilla_cream,1,バニラ・クリーム
verdant_night,1,ヴァーダント・ナイト
vessel,1,ヴェッセル
wanted,1,ウォンテッド
warhammer,1,ウォーハンマー
watson_amelia,1,ワトソン・アメリア
waverider,1,ウェーブライダー
wendy's,1,ウェンディーズ
white-stew,1,ホワイト・シチュー
white_bunny,1,ホワイト・バニー
willpower,1,ウィルパワー
winged_egg_crown_costume,1,ウィングド・エッグ・クラウン・コスチューム
winter_messenger,1,ウィンター・メッセンジャー
winter_owner,1,ウィンター・オーナー
wokada,1,ウォカダ
wolf,1,ウルフ
wolf's_dawn,1,ウルフス・ドーン
wow,1,ワウ
xiujia_yihuizi,1,シウジア・イーフイズ
yakihebi,1,焼きヘビ
yamibou,1,闇坊
yewang19,1,イェワン19
yoako,1,ヨアコ
youkai_watch,1,妖怪ウォッチ
youtube,1,ユーチューブ
yu-gi-oh!_gx,1,遊戯王GX
yukibare,1,ユキバレ
yuyuki000,1,ユユキ000
zana,1,ザナ
