tag,category,count,genre,ja,memo
kusakabe_mei,4,115,,草壁メイ,
lafter_frankland,4,115,,ラフタ・フランクランド,
lady_bat,4,115,,レディバット,
lalah_sune,4,115,,ララァ・スン,
yamato_(battleship),0,114,battleship,戦艦大和,大和
kuroba_kaito,4,114,,黒羽快斗,
lancelot_(granblue_fantasy),4,114,granblue_fantasy,ランスロット,"ランスロット,lancelot_gbf"
sorceress_sellen,4,114,,魔術師セレン,"セレン,Sellen"
southern_ocean_war_princess,4,114,,南方棲戦姫,
space_invaders,3,114,,スペースインベーダー,
fox_devil_(chainsaw_man),4,114,chainsaw_man,狐の悪魔,
forehead_flick,0,114,,デコピン,
candela_(pokemon),4,114,pokemon,キャンデラ,キャンデラ
nademonogatari,3,114,,撫物語,
gaara_(naruto),4,114,naruto,ガアラ,"Gaara,我愛羅"
spinda,4,114,,パッチール,
sweet_devil_(vocaloid),3,114,vocaloid,スィートデビル,Sweet_Devil
swimmer_(pokemon),4,114,pokemon,かいパンやろう,ビキニのおねえさん
hoopa,4,114,,フーパ,
honda_civic,0,114,,シビック,
claire_harvey,4,114,,クレア・ハーヴェイ,
mclaren,0,114,,マクラーレン,"McLaren,迈凯伦,麦克拉伦"
susanna_hopkins,4,114,,スザンナ・ホプキンス,
makarov_pm,0,114,,マカロフPM,"Makarov,マカロフ,ПМ,Макаров"
inagi_(kancolle),4,114,kancolle,稲木,"稲木(艦これく),稲木"
cloyster,4,114,,パルシェン,
marui_futaba,4,114,,丸井ふたば,
lucy_maria_misora,4,114,,ルーシー・マリア・ミソラ,
satori_day,0,114,,3月10日はさとりの日,
satomi_touka,4,114,,里見灯花,
sawachika_eri,4,114,,沢近愛理,
marlboro,3,114,,マルボロ,
pixiv_fantasia_scepter_of_zeraldia,3,114,,pixivファンタジアSOZ,"ピクファンSOZ,PFSOZ,PFSOZ人物名鑑"
manila_envelope,0,114,,マニラ封筒,
malva_(pokemon),4,114,pokemon,パキラ,パキラ
australian_flag,0,114,,オーストラリアの国旗,🇦🇺
mie_ai,4,114,,三重あい,mie_ai
ciel_sacred,4,114,,シエル・セイクリッド,
shin_sakura_taisen,3,114,,新サクラ大戦,
hercule_barton,4,114,,エルキュール・バートン,
dragon_ball_minus,3,114,,ドラゴンボールマイナス,dragonballminus
isis_(p&d),4,114,p&d,イシス,"イシス,パズドラ学園,特待生イシス,煌命聖海神・イシス,聖海神・イシス,蒼月聖海神・イシス"
alphard_(canaan),4,114,canaan,アルファルド,
milinda_brantini,4,114,,ミリンダ,ミリンダ=ブランティーニ
hannah_(mahjong_soul),4,114,mahjong_soul,ハンナ,
sukinako_ga_megane_wo_wasureta,3,114,,好きな子がめがねを忘れた,
chinese_spoon,0,114,,レンゲ,"散蓮華,调羹,調羹"
miriel_(fire_emblem),4,114,fire_emblem,ミリエル,
woobat,4,114,,コロモリ,
rossiu_adai,4,114,,ロシウ,ロシウ・アダイ
jukebox,0,114,,ジュークボックス,
ark_survival_evolved,3,114,,ARK,ARK:Survival_Evolved
corona_timir,4,114,,コロナ・ティミル,
gundam_thunderbolt,3,114,,機動戦士ガンダムサンダーボルト,ガンダムサンダーボルト
fan_la_norne,4,114,,カスミ,haze
sketchbook_full_colors,3,114,,スケッチブックFULLcolor's,スケッチブック
mobile_armor,0,114,,モビルアーマー,
misawa_maho,4,114,,三沢真帆,
kamihira_mao,4,114,,上平真生,
tapu_lele,4,114,,カプ・テテフ,
little_goody_two_shoes,3,114,,LittleGoodyTwoShoes,
prefect_team_member_(blue_archive),4,114,blue_archive,風紀委員会のモブ,
prince_of_samantoria,4,114,,サマルトリアの王子,"sumaltria_no_ouji,prince_of_cannock"
fishing_lure,0,114,,ルアー,
goofy,4,114,,グーフィー,
african_rock_python_(kemono_friends),4,114,kemono_friends,アフリカニシキヘビ,
yasaka_mahiro,4,114,,八坂真尋,
ten'inkou_korin,4,114,,天院紅呼鈴,
venomoth,4,114,,モルフォン,
x-cross_(bdsm),0,114,bdsm,X字拘束,X字架
reporter,0,114,,記者,
wuxian_(the_legend_of_luoxiaohei),4,114,the_legend_of_luoxiaohei,無限,
ricotta_elmar,4,114,,リコッタ・エルマール,
ghost_trick,3,114,,ゴーストトリック,幽灵诡计
otome_wa_boku_ni_koishiteru,3,114,,処女はお姉さまに恋してる,
krabby,4,114,,クラブ,
red_panda_(kemono_friends),4,114,kemono_friends,レッサーパンダ,
tia-chan,4,114,,ティアちゃん,
cure_flamingo,4,114,,キュアフラミンゴ,
leilan_(p&d),4,114,p&d,レイラン,朱雀の化身・レイラン
cassandra_cain,4,114,,カサンドラ・ケイン,
oerba_dia_vanille,4,114,,ヴァニラ,ヲルバ=ダイア・ヴァニラ
new_submarine_princess,4,114,,潜水新棲姫,
fumino_tamaki_(1st_costume),4,114,1st_costume,文野環,
bf_109,0,114,,Bf109,
spy_(tf2),4,114,tf2,スパイ,スパイ
standard_manufacturing_dp-12,0,113,,DP-12,
four_murasame,4,113,,フォウ・ムラサメ,
noblesse_(elsword),4,113,elsword,ノーブレス,"noblesse,Nobless"
forced_kiss,0,113,,強制キス,
spain,0,113,,スペイン,España
kratos_(god_of_war),4,113,god_of_war,クレイトス,
vanilla_(arknights),4,113,arknights,バニラ,"香草,バニラ"
type_89_i-gou,0,113,,八九式中戦車_イ号,"八九式中戦車,89式中戦車"
otosaka_yuu,4,113,,乙坂有宇,
solrock,4,113,,ソルロック,
solgaleo,4,113,,ソルガレオ,
monai-chan_(nii_manabu),4,113,nii_manabu,もないちゃん,
gomamon,4,113,,ゴマモン,
field_cap,0,113,,パトロールキャップ,
rakudai_ninja_rantarou,3,113,,忍たま乱太郎,"落第忍者乱太郎,忍たま,忍たま-腐,忍玉-腐,ninjaboy_rantaro,nin_draw"
krile_baldesion_(ff14),4,113,ff14,クルル・マイア・バルデシオン,
missouri_(warship_girls_r),4,113,warship_girls_r,ミズーリ,"密苏里,ミズーリ"
mm!,3,113,,えむえむっ!,
granado_espada,3,113,,グラナドエスパダ,"グラナド・エスパダ,GranadoEspada"
sky_mirage,0,113,,スカイミラージュ,
farrah_(granblue_fantasy),4,113,granblue_fantasy,ファラ,ファラ
patrick_star,4,113,,パトリック・スター,
tsubomioka_happa,4,113,,蕾丘はっぱ,
aohada_bocchi,3,113,,青肌巨乳とクソボッチ,
deep_one_kyomu_to_mugen_no_fragment,3,113,,DeepOne虚無と夢幻のフラグメント,とのフラ
red_hood_(dc),4,113,dc,レッドフード,
fail_(djmax),4,113,djmax,エル・フェイル,El_Fail
mimosa_(flower),0,113,flower,ミモザ,
haru_(kuzuyu),4,113,kuzuyu,ハル,
shouryuuken,0,113,,昇龍拳,
shouhou_(azur_lane),4,113,azur_lane,祥鳳,"祥鳳改(アズールレーン),鹞"
sukeban_(mg)_(blue_archive),4,113,blue_archive,スケバン,
hero's_son_(dq5),4,113,dq5,グランバニア王子,"青髪王子,黒髪王子"
heshikiri_hasebe,4,113,,へし切長谷部,"へし切長谷部,HSB兄貴"
keikenchi_(style),0,113,style,ちびノブ,経験値風
kemono_friends_pavilion,3,113,,けものフレンズぱびりおん,
reset_kalar,4,113,,リセット・カラー,
puka_puka,0,113,,Puka-Puka,
cure_macherie,4,113,,キュアマシェリ,
protagonist_(doki_doki_literature_club),4,113,doki_doki_literature_club,MC,
sunny_day_song,0,113,,SUNNY_DAY_SONG,
himedanshi,0,113,,姫男子,
himegami_aisa,4,113,,姫神秋沙,
hisho_collection,3,113,,秘書コレクション,
kasia_mikolajczyk_(silverfox442),4,113,silverfox442,カシア,"kasia,kasia_mikolajczyk"
crow_(nikke),4,113,nikke,クロウ,
crusader_(tank),0,113,tank,クルセーダー,"クルセーダー巡航戦車,クルセイダー"
cubchoo,4,113,,クマシュン,
perrault_(last_origin),4,113,last_origin,ペロー,"perrault,페로,CSペロー,CS페로,CSペロ"
suzumi_nemo,4,113,,涼海ネモ,ネモたーと
medb_(alluring_chief_warden_look)_(fate),4,113,fate,魅惑の獄長ルック,
pigeon_pose,0,113,,鳩のポーズ,"ピジョン・ポーズ,ハトのポーズ"
youkai_hyakki-tan!,3,113,,妖怪百姫たん!,
phoenix_wright:_ace_attorney_-_justice_for_all,3,113,,逆転裁判2,
mejiro_palmer_(devil_in_the_moonlight)_(umamusume),4,113,umamusume,月下の悪魔ちゃん♪,デイズ・イン・ア・フラッシュ
sero_hanta,4,113,,瀬呂範太,
tauros,4,113,,ケンタロス,
eldegoss,4,113,,ワタシラガ,
elinalise_dragonroad,4,113,,エリナリーゼ・ドラゴンロード,
atelier_marie,3,113,,マリーのアトリエ,マリーリメイク
masaki_gaillard,4,113,,真咲・ガイヤール,
tamasaka_makoto,4,113,,玉坂マコト,
ash_blossom_&_joyous_spring,4,113,,灰流うらら,
iijima_renka,4,113,,飯島恋花,
male_prostitution,0,113,,男娼,
alder_(pokemon),4,113,pokemon,アデク,アデハチ
sara_(gundam_build_divers),4,113,gundam_build_divers,サラ,
irma_(queen's_blade),4,113,queen's_blade,イルマ,
takanashi_hikari,4,113,,小鳥遊ひかり,
izumi_masamune,4,113,,和泉正宗,
armarouge,4,113,,グレンアルマ,
saegusa_kii,4,113,,冴草きい,
joffre_(azur_lane),4,113,azur_lane,ジョッフル,"ジョッフル,霞飞"
talim,4,113,,タリム,
julius_pringles,4,113,,ジュリアス・プリングルズ,
rune_factory_5,3,113,,ルーンファクトリー5,"RF5,ルンファク5"
jean_bart_(private_apres_midi)_(azur_lane),4,113,azur_lane,秘密のAprès_midi,秘密的Après_midi
saint-louis_(holy_knight's_resplendence)_(azur_lane),4,113,azur_lane,華麗なる聖騎士,华服的圣骑士
amajiki_tamaki,4,113,,天喰環,天喰環
tokiwa_midori,4,113,,常盤みどり,
lucy_(reverse:1999),4,113,reverse:1999,ルーシー,
ace_combat_7,3,113,,エースコンバット7,
onion_knight,4,113,,オニオンナイト,
dance_dance_revolution,3,113,,ダンスダンスレボリューション,DDR
nosepass,4,113,,ノズパス,
zonai,0,113,,ゾナウ,ゾナウ族
one_piece:_stampede,3,113,,STAMPEDE,
neroli_(pokemon),4,113,pokemon,ネロリ博士,
fuufu_ijou_koibito_miman.,3,112,,夫婦以上、恋人未満。,"夫婦以上、恋人未満。,夫婦以上恋人未満,ふうこい"
spinarak,4,112,,イトマル,
call_of_cthulhu,3,112,,クトゥルフの呼び声,"CallOfCthulhu,CoC,COCシナリオ,CoCTRPG,CoCTTRPG,クトゥルフ神話TRPG,新クトゥルフ神話TRPG,克苏鲁的呼唤"
game_of_thrones,3,112,,ゲーム・オブ・スローンズ,GameofThrones
nursing_fingering,0,112,,授乳手マン,
the_count_of_monte_cristo_(fate),4,112,fate,モンテ・クリスト伯,巌窟王モンテ・クリスト
the_distortion_detective,3,112,,ねじれ探偵,"뒤틀림탐정,distortion_detective,扭曲侦探"
quote_(doukutsu_monogatari),4,112,doukutsu_monogatari,クォート,クォート
kusajishi_yachiru,4,112,,草鹿やちる,
kyokugen_dasshutsu,3,112,,極限脱出,
yuuki_kei,4,112,,結城蛍,
tamaki_ako,4,112,,玉置亜子,
rupee_(zelda),0,112,zelda,ルピー,
ariados,4,112,,アリアドス,
drayden_(pokemon),4,112,pokemon,シャガ,シャガ
jenga,0,112,,ジェンガ,
love_live!_nijigasaki_high_school_idol_club_kanketsu-hen,3,112,,ラブライブ!虹ヶ咲学園スクールアイドル同好会_完結編,えいがさき
lotus_eaters,3,112,,東方酔蝶華,
luminous_arc,3,112,,ルミナスアーク,弧光之源
confessional,0,112,,告解室,
alibaba_saluja,4,112,,アリババ・サルージャ,アリババ
japan_air_self-defense_force,0,112,,航空自衛隊,空自
sad_cat_dance_(meme),0,112,meme,SadCatDance,
otona_no_moeoh,3,112,,おとなの萌王,電撃おとなの萌王
god_gundam,4,112,,ゴッドガンダム,
birch_tree,0,112,,白樺,
watase_kiui,4,112,,渡瀬キウイ,
watashi_no_tame_ni_nuginasai!,3,112,,わたしのために脱ぎなさいっ!,わたぬぎ
gourai,4,112,,轟雷,轟雷・改
konno_makoto,4,112,,紺野真琴,
swordsman_(ragnarok_online),4,112,ragnarok_online,ソードマン,剣士
marl_kingdom,3,112,,マール王国の人形姫,マール王国
taigei_(swimsuit_mode)_(kancolle),4,112,kancolle,大鯨,
tachikawa_ayaka,4,112,,立川絢香,
sawada_manami,4,112,,沢田愛美,
interlocked_venus_symbols,0,112,,⚢,
cure_mermaid,4,112,,キュアマーメイド,
grace_(sound_voltex),4,112,sound_voltex,グレイス,グレイス
kaiki_deishuu,4,112,,貝木泥舟,
kamen_rider_drive_(series),3,112,series,仮面ライダードライブ,
houzouin_oniwaka,4,112,,宝蔵院オニワカ,オニワカ
ico_(character),4,112,character,イコ,ICO
bartholomew_roberts_(fate),4,112,fate,バーソロミュー,バーソロミュー・ロバーツ(Fate)
tsukimonogatari,3,112,,憑物語,
aoi_ch.,3,112,,富士葵,
arawi_keiichi_(style),0,112,style,あらゐけいいち,野生のあらゐけいいち
kangoku_senkan,3,112,,監獄戦艦,
kani_nayuta,4,112,,可児那由多,可儿那由多
tenchuu,3,112,,天誅,
mashiro_meme_(1st_costume),4,112,1st_costume,ましろ,
matoimaru_(arknights),4,112,arknights,マトイマル,缠丸
mazda_mx-5,0,112,,ロードスター,MX-5
kodama,4,112,,木霊,"木魂,木魅"
yadomi_jinta,4,112,,宿海仁太,
hammann_(rebellious_summer)_(azur_lane),4,112,azur_lane,ひねくれサマー,小小的夏日战争
mikuma_(2016_swimsuit_mode)_(kancolle),4,112,kancolle,三隈,
milky_rose,4,112,,ミルキィローズ,
chinese_white_dolphin_(kemono_friends),4,112,kemono_friends,シナウスイロイルカ,
honjou_nia,4,112,,本条二亜,
mega_rayquaza,4,112,,メガレックウザ,
phara_suyuf,4,112,,ファラ・スユーフ,
kamen_rider_ryuki,4,112,,仮面ライダー龍騎,龍騎
kamen_rider_wizard_(series),3,112,series,仮面ライダーウィザード,
liliweiss_(nikke),4,112,nikke,リリーワイス,リリーバイス
revolver_ocelot,4,112,,リボルバー・オセロット,
super_tama_musume,4,112,,すーぱーたま娘,
shez_(female)_(summer)_(fire_emblem),4,112,fire_emblem,summer_shez,swimsuit_shez
metallica_(majo_to_hyakkihei),4,112,majo_to_hyakkihei,メタリカ,"メタリカ様,メタリカ"
chloris_garden,3,112,,クロリス・ガーデン,
minase_inori,4,112,,水瀬いのり,
hayase_misa,4,112,,早瀬未沙,"早瀬未沙,みさ,はやせみさ"
bakuman,3,112,,バクマン。,バクマン
shiranui_flare_(new_year),4,112,new_year,不知火フレア,
kenshiro,4,112,,ケンシロウ,
republic_of_korea_army,0,112,,韓国軍,
shin_megami_tensei_v:_vengeance,3,112,,真・女神転生V:Vengeance,SMTVV
hitomi_sensei_no_hokenshitsu,3,112,,ヒトミ先生の保健室,ヒトミ先生
shiki_haruomi,4,112,,志木春臣,
kangaskhan,4,112,,ガルーラ,
karakuri_pierrot_(vocaloid),3,112,vocaloid,からくりピエロ,
prometheus_(honkai_impact),4,112,honkai_impact,プロメテウス,"普罗米修斯,プロメテウス17号"
lexington_(kancolle),4,112,kancolle,レキシントン(艦これ),"Lexington,レキシントン,レキシントン(艦隊これくしょん),Lexington(艦これ),レキシントン(艦これ)"
wanderer_(ragnarok_online),4,112,ragnarok_online,ワンダラー,
geo_stelar_(mega_man),4,112,mega_man,星河スバル,
sorami_kanata,4,112,,空見カナタ,空深彼方
nanna_(fire_emblem),4,112,fire_emblem,ナンナ,ナンナ
oozora_subaru_(starlight),4,112,starlight,大空スバル4周年,大空スバル新アイドル衣装
absolute_duo,3,112,,アブソリュート・デュオ,アブソリュート·デュオ
umbral_knight_(ender_lilies),4,112,ender_lilies,黒衣の騎士,
gakuen_utopia_manabi_straight!,3,112,,がくえんゆーとぴあまなびストレート!,
daibouken!_yukeyuke_osawari_island,3,111,,大冒険!ゆけゆけ☆おさわりアイランド,超大冒険!ゆけゆけ☆おさわりアイランド
laffey_ii_(azur_lane),4,111,azur_lane,ラフィーII,
puttee,0,111,,脚絆,
yamanbagiri_kunihiro,4,111,,山姥切国広,山姥切国広極
nekoha_shizuku,4,111,,猫羽雫,
zener_card,0,111,,ゼナーカード,"ゼナー・カード,ESPカード"
bibi_(love_live!),0,111,love_live!,BiBi,
annelotte_(queen's_blade),4,111,queen's_blade,アンネロッテ,叛乱の騎士姫アンネロッテ
florence_nightingale_(chaldea_lifesavers)_(fate),4,111,fate,カルデア・ライフセーバーズ,
florence_(neural_cloud),4,111,neural_cloud,フローレンス,"芙洛伦(云图计划),芙洛伦"
sounan_desuka?,3,111,,ソウナンですか?,ソウナンですか
belfast_(blissful_service)_(azur_lane),4,111,azur_lane,至福の奉仕,
danganronpa/zero,3,111,,ダンガンロンパ/ゼロ,
axl_low,4,111,,アクセル=ロウ,
white_devil,0,111,,管理局の白い悪魔,白い悪魔
hitchhiking,0,111,,ヒッチハイク,ビッチハイク
leafa_(terraria)_(sao),4,111,sao,地母神テラリア,地神テラリア
kinomoto_touya,4,111,,木之本桃矢,
delta_(kage_no_jitsuryokusha_ni_naritakute!),4,111,kage_no_jitsuryokusha_ni_naritakute!,デルタ,デルタ
tenkuu_no_craft_fleet,3,111,,天空のクラフトフリート,"天クライラコン空賊,天クライラコン共和国軍,天クライラコン帝国軍"
hathaway_noa,4,111,,ハサウェイ・ノア,
happy_tree_friends,3,111,,HappyTreeFriends,"HTF,HTF擬人化,欢乐树朋友"
sherlock_holmes,4,111,,シャーロック・ホームズ,シャーロックホームズ
shibafu_(glock23)_(style),0,111,style,しばふ村,野生のしばふ
aizawa_sakuya,4,111,,愛沢咲夜,
liechtenstein_(hetalia),4,111,hetalia,リヒテンシュタイン,リヒテン
amulet_heart,4,111,,アミュレットハート,
kamisama_no_you_na_kimi_e,3,111,,神様のような君へ,"神君,かみきみ"
tatsumi_kon,4,111,,巽紺,
rocking_horse,0,111,,木馬,木马
chupacabra,0,111,,チュパカブラ,
svarog_(honkai:_star_rail),4,111,honkai:_star_rail,スヴァローグ,スヴァローグ
minagi_koharu,4,111,,海凪小春,
mima_sachi,4,111,,サチ,"サチ,美馬サチ,サチキバ"
happy_(fairy_tail),4,111,fairy_tail,ハッピー,哈比
dekomegane,4,111,,でこメガネちゃん,
argo_the_rat,4,111,,アルゴ,"アルゴ,帆坂朋"
aoandon,4,111,,青行灯,青行燈
aoi_nagisa,4,111,,蒼井渚砂,
aikawa_chiho,4,111,,相川千穂,
miniature_ranni,4,111,,小さなラニ,
guilty_challenge_(meme),0,111,meme,ギルティチャレンジ,"GuiltyChallenge,길티챌린지"
granblue_fantasy_versus:_rising,3,111,,GBVSR,
world_masterpiece_theater,3,111,,世界名作劇場,
rokurou_rangetsu,4,111,,ロクロウ,ロクロウ・ランゲツ
ahagon_umiko,4,111,,阿波根うみこ,
panty_gag,0,111,,パンツで口塞ぎ,
parasect,4,111,,パラセクト,
lavolpe_(yagisaka_seto),4,111,yagisaka_seto,ラヴォルペ,
winda_priestess_of_gusto,4,111,,ガスタの巫女ウィンダ,"ウィンダ,가스타의무녀윈다"
pixiv_fantasia_revenge_of_the_darkness,3,111,,pixivファンタジアRD,PFRD
plains_zebra_(kemono_friends),4,111,kemono_friends,サバンナシマウマ,
malleus_draconia,4,111,,マレウス・ドラコニア,
swordfish,0,111,,カジキ,梶木
terapagos,4,111,,テラパゴス,
raymond_(animal_crossing),4,111,animal_crossing,ジャック,"raymond,animal_crossing_raymond,raymond_animal_crossing"
yuni_(nikke),4,111,nikke,ユニ,"ユニ(勝利の女神:NIKKE),유니(NIKKE)"
mogami_kai_ni_(kancolle),4,111,kancolle,最上改二,
five_of_spades,0,111,,スペードの5,
jimihen,4,111,,ジミヘン,
jervis_(azur_lane),4,111,azur_lane,ジャーヴィス,"ジャーヴィス,贾维斯"
jabberwock_(monster_girl_encyclopedia),4,111,monster_girl_encyclopedia,ジャバウォック,ジャバウォック
isonade_orca,4,111,,磯撫おるか,"スバゑ,天原パークすばる秘宝館"
magnezone,4,111,,ジバコイル,
luciana_mazzei,4,111,,ルチアナ・マッツェイ,
poppi_(reimu_endou),4,111,reimu_endou,ポッピー,
lord's_blade_ciaran,4,111,,王の刃キアラン,
kagura_suzu_(.live),4,111,.live,神楽すず,"すずすず,すずあーと"
juliet_starling,4,111,,ジュリエット・スターリング,
tympole,4,111,,オタマロ,
carnivorous_plant,0,111,,食虫植物,식충식물
musubime_yui,4,111,,結目ユイ,"ユイアート,エチメユイ"
sora_no_iro_mizu_no_iro,3,111,,そらのいろ、みずのいろ,"color_of_the_sky,_color_of_the_water"
the_end_(phrase),0,111,phrase,終わり,
fortress,0,111,,要塞,城塞
fuji_aoi,4,111,,富士葵,富士葵
okino_tsukasa,4,111,,沖野司,堂路桐子
futakuchi-onna,0,111,,二口女,
noble_works,3,110,,のーぶる☆わーくす,
theresa_apocalypse_(twilight_paladin),4,110,twilight_paladin,暮光騎士・月煌,暮光骑士·月煌
ishida_uryuu,4,110,,石田雨竜,
isaac_clarke,4,110,,アイザック・クラーク,"(三),(圭)"
tensei_shitara_dai_nana_oji_datta_no_de:_kimama_ni_majutsu_o_kiwamemasu,3,110,,転生したら第七王子だったので、気ままに魔術を極めます,
inou-battle_wa_nichijou-kei_no_naka_de,3,110,,異能バトルは日常系のなかで,
instant_ramen,0,110,,インスタントラーメン,"インスタント拉麺,即席ラーメン,即席拉麺,インスタント麺,即席麺,ノンフライ麺,方便面,라면,즉석라면,인스턴트라면"
yotarou_(aoki_hagane_no_arpeggio),4,110,aoki_hagane_no_arpeggio,ヨタロウ,
akemi_(blue_archive),4,110,blue_archive,栗浜アケミ,
pidgeotto,4,110,,ピジョン,
ascii_art,0,110,,アスキーアート,AA
sylus_(love_and_deepspace),4,110,love_and_deepspace,シルス,"Sylus,秦彻,진"
politics,0,110,,政治,
sea_anemone,0,110,,イソギンチャク,
isuzu_ren,4,110,,五十鈴れん,
breath_of_fire_i,3,110,,ブレスオブファイア1,bof1
neko_musume_michikusa_nikki,3,110,,ねこむすめ道草日記,
beyond_the_bluesky_(idolmaster),0,110,idolmaster,ビヨンドザブルースカイ,
scrafty,4,110,,ズルズキン,
ichigo_hitofuri,4,110,,一期一振,"一期一振,いちみか,一兄,いち兄"
sega_mega_drive,0,110,,メガドライブ,
brionne,4,110,,オシャマリ,
princess_celestia,4,110,,プリンセス・セレスティア,"セレスティア,princesscelestia,celestia,宇宙公主,宇宙公主和月亮公主,皇家姐妹组"
micro_uzi,0,110,,マイクロUZI,MicroUzi
gauna,0,110,,奇居子,
geiru_toneido,4,110,,旋風亭風子,旋风亭风子
ventus_(kingdom_hearts),4,110,kingdom_hearts,ヴェントゥス,
christie_(doa),4,110,doa,クリスティ,
atelier_sophie_2,3,110,,ソフィーのアトリエ2,ソフィー2
senjou_no_valkyria_4,3,110,,戦場のヴァルキュリア4,
suruga_(azur_lane),4,110,azur_lane,駿河,"駿河,鲪"
mighty_morphin_power_rangers,3,110,,マイティ・モーフィン・パワーレンジャー,"マイティモーフィンパワーレンジャー,MightyMorphinPowerRangers,MightyMorphin,MMPR"
sheva_alomar,4,110,,シェバ・アローマ,シェバ
violence_fiend_(chainsaw_man),4,110,chainsaw_man,暴力の魔人,ガルガリ
servine,4,110,,ジャノビー,
winter_soldier,4,110,,ウィンターソルジャー,
masturbation_day,0,110,,0721の日,オナニーの日
sonic_generations,3,110,,ソニックジェネレーションズ,
nancy_lee,4,110,,ナンシー・リー,
umeboshi,0,110,,梅干し,梅干
poliwrath,4,110,,ニョロボン,
risotto_nero,4,110,,リゾット・ネエロ,
kamen_rider_kiva_(series),3,110,series,仮面ライダーキバ,
shigure_(lawson)_(kancolle),4,110,kancolle,時雨,ローソン時雨
hiratsuka_shizuka,4,110,,平塚静,
misaki_(princess_connect!),4,110,princess_connect!,ミサキ,"ミサキ,玉泉美咲"
shikoku_metan,4,110,,四国めたん,
ponto_nei,4,110,,ぽんとれーと,先斗寧
luca_kaneshiro_(1st_costume),4,110,1st_costume,ルカ・カネシロ,
soldier_(tf2),4,110,tf2,ソルジャー,ソルジャー
worker_(squid_game),4,110,squid_game,○,
kamen_rider_agito_(series),3,110,series,仮面ライダーアギト,
majin_tantei_nougami_neuro,3,110,,魔人探偵脳噛ネウロ,"ネウロ,neuro:_supernatural_detective"
mahou_no_tenshi_creamy_mami,3,110,,魔法の天使クリィミーマミ,
maeda_shiori,4,110,,前田栞,
etotama,3,110,,えとたま,
coffret_(heartcatch_precure!),4,110,heartcatch_precure!,コフレ,
marmyadose_(fate),0,110,fate,マルミアドワーズ,
command_&_conquer,3,110,,コマンド&コンカー,"c&c,cnc,Command&Conquer,命令與征服"
shinada_takumi,4,110,,品田拓海,
herlock_sholmes,4,110,,シャーロック・ホームズ,"大逆转裁判福尔摩斯,1月6日アノシャロ生誕祭"
quency_(escape_queen)_(nikke),4,110,nikke,クエンシー:エスケープクイーン,
cyclops_(x-men),4,110,x-men,サイクロップス,Cyclops
tanba_akari,4,110,,丹羽灯莉,
downtown_no_gaki_no_tsukai_ya_arahende!!,3,110,,ダウンタウンのガキの使いやあらへんで!!,"絶対に笑ってはいけない,笑ってはいけないシリーズ,笑ってはいけない,ガキ使"
musashi_(the_purple_rabbit's_marksmanship)_(azur_lane),4,110,azur_lane,菫兎のスナイピングゲーム,堇色兔的狙击游戏
muscular_child,0,110,,筋ショタ,筋ロリ
two_of_diamonds,0,110,,🃂,
binbougami_ga!,3,110,,貧乏神が!,
blissey,4,110,,ハピナス,
tamaki_mari,4,110,,玉木マリ,
chai_xianghua,4,110,,チャイ・シャンファ,"シャンファ,柴香華"
monster_hunter_stories_2,3,110,,モンハンストーリーズ2,モンスターハンターストーリーズ2
afk_arena,3,110,,AFKアリーナ,剑与远征
kami-sama_no_memo-chou,3,110,,神様のメモ帳,
bird_of_paradise_flower,0,110,,ストレリチア,"極楽鳥花,鹤望兰,天堂鸟"
type_97_chi-ha,0,110,,九七式中戦車,97式中戦車
submarine_princess,4,110,,潜水棲姫,
f6f_hellcat,0,110,,F6Fヘルキャット,"F6F,HELLCAT"
wet_dream,0,110,,夢精,
renton_thurston,4,110,,レントン・サーストン,
reno_(reno_bunnino)_(azur_lane),4,110,azur_lane,バニーリノ!,bunny·reno!
chaos;child,3,110,,カオスチャイルド,chaos;child
silence_the_paradigmatic_(arknights),4,110,arknights,淬羽サイレンス,
wendy_corduroy,4,110,,ウェンディ,"ウェンディ・コーデュロイ,Wendy-Corduroy,WendyCorduroy"
otoshiro_seira,4,110,,音城セイラ,
manannan_mac_lir_(fate),4,110,fate,マナナン・マク・リール,マナナンマクリール(Fate)
amethio_(pokemon),4,110,pokemon,アメジオ,アメジオ
american_football,0,110,,アメリカンフットボール,アメフト
kaburagi_kaede,4,110,,鏑木楓,
king_of_hearts_(playing_card),0,110,playing_card,ハートのキング,
kimi_ga_aruji_de_shitsuji_ga_ore_de,3,110,,君が主で執事が俺で,
kisara_(yu-gi-oh!),4,110,yu-gi-oh!,キサラ,
yamiyono_moruru,4,110,,闇夜乃モルル,モルルアート
uncle_and_nephew,0,110,,叔父甥,
nodoka_(hot_spring)_(blue_archive),4,110,blue_archive,ノドカ,
angelic_buster,4,110,,エンジェリックバスター,"엔젤릭버스터,엔버,티어"
lancet-2_(arknights),4,110,arknights,Lancet-2,Lancet-2
tangrowth,4,110,,モジャンボ,
dana_iclucia,4,110,,ダーナ,ダーナ=イクルシア
nogami_aoi,4,109,,野上葵,
sounds_of_earth_(umamusume),4,109,umamusume,サウンズオブアース,サウンズオブアース
space_adventure_cobra,3,109,,コブラ,"COBRA,スペースコブラ"
demento,3,109,,DEMENTO,
one_-_kagayaku_kisetsu_e,3,109,,ONE~輝く季節へ~,ONE
neon_genesis_evangelion_gakuen_datenroku,3,109,,学園堕天禄,
weather_report,4,109,,ウェザー・リポート,
